GeneSymbol	Diseases
PELP1	Endometrial cancer:Neoplasm metastasis:Prostate cancer
GNMT	Liver cancer:Liver disease
UBE2D1	Iron overload
SETDB1	Huntington disease:Tropical spastic paraparesis
EEF1A1	Liver cancer:Mental retardation
TP53I11	Stomach cancer
CARD9	Ulcerative colitis
PCGEM1	Prostate cancer
BHLHE22	Duane retraction syndrome
EEF1A2	Liver cancer:Lung cancer:Ovarian cancer
KAT5	Alzheimer's disease:Leukemia
ARMS2	Eye disease:Kuhnt-Junius degeneration
LOC647275	Immunologic deficiency syndrome
SLC25A14	Schizophrenia
SLC25A13	Encephalopathies:Metabolism disease
ALDH2	Adenoma:Alcoholic liver disease:Atherosclerosis:Colon cancer:Conduct disorder:Drug abuse:Esophageal tumor:Heart disease:Hypertension:Kidney failure:Liver cancer:Lung cancer:Pancreas disease:Pancreatitis:Squamous cell cancer
TMPO	Cancer:Primary tumor
SLC25A15	Stroke
ARHGAP10	Systemic scleroderma
PLEKHA1	Macular degeneration
POU6F2	Nephroblastoma
CBFA2T3	Breast cancer:Leukemia
RSRC2	Esophageal tumor:Esophagus cancer
OS9	Encephalopathies:Melanoma:Myopathy
ARHGAP20	Rheumatoid arthritis
PCBP4	Lung cancer
PCBP1	Breast cancer:Kaposi sarcoma
PCBP2	Oral cancer:Prostate cancer
ACOT13	Thrombophlebitis
ALX3	Neuroblastoma
TNIP3	Systemic infection
NIPAL4	Congenital abnormality
NLRP7	Congenital abnormality:Hydatidiform mole:Seminoma
LAIR1	Leukemia
RALBP1	Cardiovascular disease:Epilepsy:Lung cancer
OTC	Encephalopathies:Liver cancer
EML4	Breast cancer:Lung cancer
OSM	Alopecia:Arthritis:Bacterial infection:Dental plaque:Dermatitis:Hyperlipidemia:Kaposi sarcoma:Lung cancer:Malignant glioma:Multiple myeloma:Neoplasm metastasis:Prostate cancer:Rheumatoid arthritis
XPA	Basal cell carcinoma:Colon cancer:Lung cancer:Metabolism disease:Ovarian disease:Squamous cell cancer:Testicular tumor
XPC	Cancer
EVPL	Esophageal tumor:Esophagus cancer
APITD1	Congenital abnormality:Intraocular melanoma:Neuroblastoma
CFL1	Colon cancer:Embryoma:Neuroblastoma:Spinal dysraphism
MDM2	Adenovirus infection:Bladder cancer:Cancer:Cirrhosis:Eating disorder:Endometriosis:Epilepsy:Hepatitis C:Herpes:Rheumatoid arthritis:Schistosomiasis
SLPI	Cervical cancer:Chronic obstructive airway disease:Cystic fibrosis:Cytomegalovirus infection:Embryoma:Gastritis:Infectious lung disease:Keratoconus:Lung cancer:Neoplasm metastasis:Ovarian cancer:Stomach cancer:Tuberculosis:Urinary tract infection
MDM4	Cancer
COPG	Rabies
COPE	Prostate cancer
COPD	Chronic obstructive airway disease
CUEDC2	Breast cancer
MAGEA12	Squamous cell cancer
CPLX2	Behavior disease:Schizophrenia
CPLX1	Behavior disease
CAMK2G	Diabetes mellitus:Leukemia
DNAH7	Bronchial disease:Respiratory tract disease
MIR135A1	Colon cancer
HINFP	Prostate cancer
CAMK2D	Heart failure
NEFH	Amyotrophic lateral sclerosis:Spinal cord disease
CAMK2B	Brain tumor:Depression:Schizophrenia
GFI1	Prostate cancer
G30	Bipolar disorder:Panic disorder:Schizophrenia
CAMK2A	Alzheimer's disease:Bipolar disorder:Cervical cancer:Depression:Osteosarcoma:Schizophrenia:Yersinia infection
NEFL	Amyotrophic lateral sclerosis:Central nervous system disease:Charcot-Marie-Tooth disease:HIV infection:Myopathy:Neurodegenerative disorder
SCO2	Mitochondrial disease:Myopathy
NEFM	Alzheimer's disease:Myopathy
PARK3	Parkinson disease
PARK2	Breast cancer:CNS metastases:Congenital abnormality:Leprosy:Leukemia:Liver cancer:Movement disorder:Ovarian cancer:Primary tumor:Tuberculosis
CEP63	Cancer
PARK7	Amyloidosis:Amyotrophic lateral sclerosis:Chronic obstructive airway disease:Embryoma:Intraocular melanoma:Malignant glioma:Neurodegenerative disorder:Parkinson disease:Polyneuropathy:Thyroid cancer
ATXN1	Atherosclerosis:Retinal disease:Spinocerebellar ataxias
ATXN2	Breast cancer:Movement disorder:Neurodegenerative disorder:Psychotic disorder:Spinocerebellar ataxias
ATXN3	Cerebellar disease:Myopathy:Parkinson disease:Spinocerebellar ataxias
SULF2	Multiple myeloma
ATXN7	Kidney failure:Retinal disease:Spinocerebellar ataxias
ENDOG	Cancer
BMPR1B	"Hypertension, Pulmonary":Asthma:Prostate cancer
BMPR1A	Cancer:Colon cancer
ALS2	Amyotrophic lateral sclerosis:Encephalopathies:Myopathy
FHIT	Cancer:Congenital abnormality:Epstein-Barr virus infection:Gastrointestinal tumor:Infection:Oral cancer:Penile disease:Testicular dysfunction
RPL19	Pancreas cancer:Prostate cancer
LTBP1	Neoplasm metastasis:Ovarian cancer:Rheumatic fever
LTBP2	Melanoma
PTGS2	Alzheimer's disease:Asthma:Atherosclerosis:Cancer:Chronic fatigue syndrome:Dental plaque:Endometriosis:Gouts:Growth retardation:Ischemia:Metaplastic polyp:Oral cancer:Parkinson disease:Periodontitis:Polyarthritis:Prion disease:Rheumatoid arthritis:Sickle cell disease:Stroke:Thyroid gland disease:Vulvar disease
RPL13	Cancer
VTCN1	Cancer:Pancreas disease
RPL15	Stomach cancer
CTNNB1	Alzheimer's disease:Aseptic necrosis of bone:Cancer:Congenital abnormality:Depression:Dermatitis:Endometriosis:Oral cancer:Systemic scleroderma:Ulcerative colitis:Uterine disease
RPL10	Cancer:Prostate cancer
RPL11	Cancer:Embryoma
TPSB2	Mastocytosis:Vascular disease
RP11-49G10.8	Breast cancer:Embryoma
PTPRJ	Brain tumor:Breast cancer:Deafness:Hypothyroidism:Thyroid cancer
TYRO3	"Kidney tubular necrosis, acute":Embryoma
PTPRK	Cancer
OPA3	Eye disease:Optic atrophy
PTPRF	Systemic scleroderma
PTPRG	Primary tumor:Stomach cancer
PTPRH	Liver cancer
OPA5	Eye disease
PTPRS	Pancreas disease:Ulcerative colitis
HMG20B	Brain tumor:Embryoma
PTPRT	Cancer
CTNNA1	Asthma:Gastrointestinal tumor:HIV infection:Ovarian cancer
PTPRN	Diabetes mellitus
PTPRO	IGA glomerulonephritis:Leukemia:Lung cancer:Lymphoma
RPTOR	Infection:Tuberous sclerosis
CTNNA3	Alzheimer's disease
ADAMTS9	"Prostatic hypertrophy, Benign":Esophageal tumor:Metastasis to lymph nodes:Nasopharyngeal cancer:Prostate cancer
ADAMTS8	Brain tumor:Breast cancer
IFNB1	Arthritis:Autoimmune disease:Brain tumor:Colon cancer:Encephalitis:Herpes:Liver metastases:Melanoma:Prostate cancer:Respiratory tract disease:Sicca syndrome
WFDC1	Prostate cancer
ADAMTS1	Cancer:Down syndrome
MST1R	Cancer:Endometriosis:Enteritis:Multiple sclerosis:Ulcerative colitis
WFDC2	Ovary cancer:Prostate cancer
ADAMTS5	"Prostatic hypertrophy, Benign":Brain tumor:Polyarthritis:Prostate cancer:Rheumatoid arthritis
ADAMTS4	Brain tumor:Polyarthritis:Rheumatoid arthritis
NAGLU	Connective tissue disease
KIR3DS1	HIV infection
GNAI2	Diabetes mellitus
GNAI1	Neoplasm metastasis
PTH1R	Bone disease:Cancer:Kidney failure:Oral cancer:Rheumatism
ACP5	Albers-Schonberg disease:Bone disease:Breast cancer:Kidney disease:Multiple myeloma:Obesity:Rheumatoid arthritis
ACP1	Abortion:Colon cancer:Diabetes mellitus:Embryoma:Neuroblastoma:Tuberculosis
C3ORF10	Renal Cell cancer
HESX1	Hypopituitarism
IFNA2	Dermatitis:Hepatitis B:Sarcoidosis
MUSK	Abortion:Congenital abnormality:Epilepsy:Muscular atrophy:Myasthenia Gravis
IFNA1	Arthritis:Asthma:Diabetes mellitus:Embryoma:HIV infection:IGA glomerulonephritis:Influenza:Leukemia:Mycoses:Sicca syndrome:Thrombocytosis
PVRL1	Cancer:Cleft palate:Infection
PROCR	Dental plaque:Lupus erythematosus:Stroke:Systemic infection:Thrombophilia
PVRL2	Leukemia:Multiple sclerosis
IFNA4	Infection
PIP	Breast cancer
HLA-DPB1	Diabetes mellitus:Leukemia:Mycosis fungoides:Polyarthritis
RLBP1	Eye disease:Retinal disease:Retinitis pigmentosa:Uveitis
UNC45A	Neoplasm metastasis
MKI67	Cancer:Hepatitis C
MAOA	Anorexia nervosa:Autistic disorder:Behavior disease:Bipolar disorder:Breast cancer:Depression:Down syndrome:Drug abuse:Fibromyalgia:Generalized anxiety disorder:Neurotic disorder:Obesity:Panic disorder:Sudden infant death syndrome
MAOB	"Stress disorder, post-traumatic":Behavior disease:Encephalopathies:Fibromyalgia:Huntington disease:Psychotic disorder
SPHK1	Cancer:Neuritis
ACPP	Prostate cancer
HSPA12A	Schizophrenia
RAPSN	Myopathy
AVPR1B	Psychotic disorder
MAP2	Cancer:Oral cancer:Schizophrenia
AVPR1A	Autistic disorder:Conduct disorder:Hypertension:Pervasive development disorder
HGS	Adenoma:Drug abuse:Neurilemmoma:Sella turcica tumor
MAP4	Heart failure
TNK2	Cancer
CHRNE	Myopathy
LTC4S	Asthma:Cerebrovascular disorder:Colon cancer:Leukemia:Sinusitis
ACN9	Drug abuse
NOD2	"Mycobacterium infection, Atypical":Abortion:Arthritis:Behcet syndrome:Breast cancer:Bronchiolitis obliterans:Colon cancer:Congenital abnormality:Dermatitis:Enteritis:Leukemia:Lung cancer:Lung disease:Multiple sclerosis:Periodontitis:Pre-Eclampsia:Psoriasis:Rheumatoid arthritis:Sarcoidosis:Spondylarthropathies:Systemic infection:Tuberculosis:Ulcerative colitis:Uveitis
NOD1	Abortion:Acne:Arthritis:Atherosclerosis:Colon cancer:Enteritis:Infection:Peptic ulcer:Porcine reproductive and respiratory syndrome:Sarcoidosis:Ulcerative colitis
HSF1	Breast cancer:Colon cancer:Drug abuse:Embryoma:Pancreatitis
MAPT	Amyotrophic lateral sclerosis:Behavior disease:Brain disease:Central nervous system disease:Dental plaque:Depression:Down syndrome:Hydrocephalus:Ischemia:Myopathy:Nervous system disease:Neurodegenerative disorder:Neuropathy:Prion disease:Rheumatism
CETP	Alzheimer's disease:Cancer:Cardiovascular disease:Diabetes mellitus:Nephrosis:Overnutrition
STRA6	Congenital abnormality:Mental retardation
ARHGEF2	Cancer:Embryoma
ARHGEF1	Eating disorder:Herpes
ACO2	Colon cancer:Rabies
ACO1	Anemia:Intestinal disease:Liver cancer:Liver tumor:Metabolism disease
ARHGEF6	"Hypertension, Pulmonary":Cancer
GMEB1	Neuroblastoma
TNMD	Diabetes mellitus:Glucose intolerance:Obesity
IGAD1	Adenocarcinoma:Embryoma
BBS10	Bardet-Biedl syndrome
SMN2	Amyotrophic lateral sclerosis:Myopathy:Neuropathy:Rheumatism
SMN1	Amyotrophic lateral sclerosis:Infection:Muscular dystrophies:Myopathy:Neuropathy:Rheumatism
RDH5	Retinal disease
DYX8	Conduct disorder:Mental retardation
PJA1	Mental retardation
GNAL	Attention deficit hyperactivity disorder:Bipolar disorder:Schizophrenia
IL18BP	Atherosclerosis:Enteritis
DYX3	Learning disorder
RRM2	Cancer
RRM1	Cancer
EIF5A2	Infertility:Ovarian cancer
NHEJ1	Congenital abnormality:Embryoma:Immunologic deficiency syndrome
CLOCK	Anorexia nervosa:Behavior disease:Bipolar disorder:Cerebrovascular disorder:Depression:Diabetes mellitus:Endometriosis:Narcolepsy:Obesity
ALPL	Bone disease:Congenital abnormality:Kidney disease:Liver disease:Meningioma:Osteoporosis:Periodontal disease:Prostate cancer
ALPI	Enteritis:Ulcerative colitis
FHL1	Muscular atrophy:Myopathy
PML	Breast cancer:Cytomegalovirus infection:Gallbaldder cancer:Leukemia:Leukoencephalopathy:Liver cancer:Neuroblastoma:Prostate cancer:Rheumatoid arthritis
HK2	Cancer
HK1	Obesity:Spinal dysraphism
FHL2	Breast cancer:Embryoma:Gastrointestinal cancer:Polyarthritis:Prostate cancer
FHL5	Adenoma of thyroid
ALPP	Primary biliary cirrhosis
CCL28	Asthma:Gastrointestinal infection:Skin disease
CCL27	Mycosis fungoides:Skin disease
CCL26	Dermatitis:Esophageal disease:Ulcerative colitis:Virus disease
CCL24	Asthma:Infection:Neoplasm metastasis:Ulcerative colitis
NPDC1	Yersinia infection
CCL25	Melanoma
RPL30	Brain tumor
CCL22	"Pleural effusion, Malignant":Asthma:Autoimmune disease:Dermatitis:Epstein-Barr virus infection:Leukemia:Lung cancer:Stomach cancer
CCL23	Arthritis:Dermatitis:Embryoma:Rheumatoid arthritis
HPSE2	Cancer
CCL20	Embryoma:Gastritis:Helicobacter infection:Liver cancer:Liver metastases:Malignant glioma:Multiple myeloma:Periodontal disease:Rheumatoid arthritis
CCL21	Autoimmune disease:Behcet syndrome:Breast cancer:Dermatitis:HIV infection:Hamman-Rich syndrome:Hepatitis C:Leukemia:Melanoma:Mycosis fungoides:Polymyositis:Sicca syndrome:Ulcerative colitis
DAD1L	Seminoma
CKMT2	Leukemia
SLC4A7	Drug abuse
LIMD1	Breast cancer
CERK	Drug abuse
SELP	Adrenal gland hyperfunction:Cardiovascular disease:Cirrhosis:Colon cancer:Common cold:Dental plaque:Depression:Dermatitis:Diabetes mellitus:Hypercholesterolemia:Hypertension:Ischemia:Lung cancer:Lupus erythematosus:Neoplasm metastasis:Pancreatitis:Rheumatoid arthritis:Sickle cell disease:Systemic scleroderma:Takayasu's arteritis
TMPRSS2	Cancer
CES2	Barrett's esophagus:Colon cancer:Embryoma
CAPN5	Obesity:Polycystic ovary syndrome
CES1	Cancer:Embryoma
SELL	"Pemphigoid, Bullous":Atherosclerosis:Behcet syndrome:Brucellosis:Colon cancer:Diabetes mellitus:Gastritis:HIV infection:Hodgkin's disease:IGA glomerulonephritis:Infection by cryptococcus neoformans:Leukemia:Lupus erythematosus:Neck cancer:Peptic ulcer:Pre-Eclampsia:Pseudoxanthoma elasticum:Stomach cancer
GPR78	Bipolar disorder
CCL19	Dermatitis:HIV infection:Leukemia:Mycosis fungoides:Polymyositis
GPR77	Systemic infection
RICTOR	Brain tumor:Infection
CAPN2	Breast cancer:Malaria:Muscular dystrophy:Neurodegenerative disorder
CCL16	Breast cancer
CAPN3	Muscular dystrophies:Obesity
CCL15	Kidney failure
TMPRSS3	Breast cancer:Conduct disorder:Deafness
CCL18	Asthma:Dermatitis:HIV infection:Leukemia:Malaria:Pulmonary fibrosis:Rheumatoid arthritis:Sarcoidosis:Systemic scleroderma
PLG	Adrenoleukodystrophy:Congenital abnormality:Embryoma:Hemorrhagic disorder:Lung cancer:Pancreas cancer:Prostate cancer
SELS	Diabetes mellitus:Rheumatoid arthritis:Stroke
CCL17	Autoimmune disease:Cystic fibrosis:Dermatitis:Eosinophilia:Epstein-Barr virus infection:Helminthiasis:Keratoconjunctivitis Sicca:Lung disease:Lymphoproliferative disorder:Stomach cancer
RPL29	Colon cancer
CAPN1	Diabetes mellitus:Glaucoma:Malaria:Myopathy:Prostate cancer
RPS6KA5	Squamous cell cancer
CCL11	"Pleural effusion, Malignant":"Skin disease, Genetic":Atherosclerosis:Bronchial disease:Chronic obstructive airway disease:Esophagitis:Influenza:Intestinal disease:Leprosy:Leukemia:Liver disease:Lung disease:Polyarthritis:Pulmonary fibrosis:Rheumatoid arthritis
RPS6KA6	Breast cancer:Colon cancer
RPS6KA3	Ataxia telangiectasia:Mental retardation:Prostate cancer
CCL13	Dermatitis:Nephrosis:Obesity:Rheumatoid arthritis
PKNOX1	Cancer:Down syndrome
RPL23	Stomach cancer
C21ORF2	Alzheimer's disease:Down syndrome
BCORL1	Breast cancer
RPS6KA2	Cancer
RPL22	Cancer:Carcinoma
PLN	Achalasia and cardiospasm:Heart failure
SELE	"Labor, Premature":"Pemphigoid, Bullous":Breast cancer:Cardiovascular disease:Celiac disease:Colon cancer:Dental plaque:Dermatitis:Diabetes mellitus:Esophagus cancer:Gastritis:Glucose intolerance:Graves' disease:Hodgkin's disease:Hypercholesterolemia:Hyperinsulinism:IGA glomerulonephritis:Kidney failure:Leukemia:Liver cancer:Lung cancer:Lupus erythematosus:Macular degeneration:Myopathy:Neoplasm metastasis:Obesity:Pancreatitis:Peptic ulcer:Rheumatoid arthritis:Sarcoidosis:Stomach cancer:Thromboangiitis obliterans
BARD1	Cancer:Female reproductive cancer
TNAP	Arthritis:Hereditary disease:Metabolism disease
IQGAP2	Stomach cancer
RRAD	Breast cancer
RPS6KB1	Alzheimer's disease:Cancer:Hyperinsulinism:Tuberous sclerosis
IQGAP1	Disseminated cancer:Ovarian cancer:Salmonella infection
DAB2	Cancer
DAB1	Brain disease:Brain tumor
RLN1	Hypertension:Prostate cancer:Thyroid cancer
MIER1	Breast cancer
GPR44	Asthma:Dermatitis
RLN2	Adenovirus infection:Diabetes mellitus:Hypertension:Prostate cancer:Thyroid cancer
RRAS	Breast cancer
MATK	Brain tumor:Colon cancer
TP53AIP1	Embryoma:Liver cancer
PHRF1	Lupus erythematosus
AJAP1	Brain tumor
CFC1	Biliary Atresia:Congenital abnormality:Splenic disease
DDIT3	Colon cancer:Cystic fibrosis:Leukemia:Melanoma:Pancreas disease:Sarcoma:Stomach cancer
JUNB	Hodgkin's disease:Lymphoma
NCAM1	Bipolar disorder:Cancer:Down syndrome:Drug abuse:Myopathy:Schizophrenia
COPG2	Autistic disorder
GPR56	Cancer
MNDA	Atherosclerosis
GPR50	Bipolar disorder:Schizophrenia
KIR3DL1	Ankylosing spondylitis:Endometriosis:Leukemia:Liver cancer:Thalassemia
KIR3DL2	Cancer:Mycosis fungoides
MAVS	Infection:Respiratory tract disease:Virus disease
TRAF1	Brain tumor:Colon cancer:Embryoma:Leukemia:Lupus erythematosus:Lymphoma:Rheumatoid arthritis
XDH	Asthma:Atherosclerosis:Breast cancer:Hypertension:Sicca syndrome:Stomach disease
TRAF2	Cancer
ACHE	Brain tumor:Colon cancer:Lung cancer:Neurodegenerative disorder:Ovarian cancer:Vitiligo
SIPA1	Breast cancer
MIR212	Adrenoleukodystrophy
LRIG1	Cancer
PAH	Encephalopathies
ANGPTL7	Glaucoma
ECE1	Atherosclerosis:Diabetes mellitus:Hypertension
MIR206	Breast cancer
JUND	Glomerulonephritis:Leukemia:Prostate cancer
ANGPTL1	Skin disease
RPL7A	Breast cancer:Embryoma
TRAF6	Ectodermal dysplasia:Infection:Osteoporosis
B4GALT7	"Skin disease, Genetic":Vascular disease
TRAF4	Cancer
B4GALT5	Brain tumor:Nervous system tumor
TRAF3	Ectodermal dysplasia:Epstein-Barr virus infection:Multiple myeloma:Nasopharyngeal cancer
B4GALT1	Disseminated cancer:Hydrocephalus:Nervous system disease
VAV3	Cancer
IREB2	Alzheimer's disease:Parkinson disease
NEUROG1	Schizophrenia
MIR223	Liver cancer:Ovarian disease
MIR222	Brain tumor:Prostate cancer
MIR221	Brain tumor:Prostate cancer
SUV39H2	Lung cancer
HULC	Liver cancer
CDC42SE2	Schizophrenia
XCL1	IGA glomerulonephritis:Lymphopenia:Lymphoproliferative disorder:Rheumatoid arthritis:Systemic scleroderma
LEPR	Anorexia nervosa:Bladder cancer:Breast cancer:Cholelithiasis:Colon cancer:Diabetes mellitus:Eating disorder:Endometriosis:Endometrium cancer:Gastritis:HIV infection:Hypercholesterolemia:Hypertension:Leukemia:Multiple sclerosis:Neoplasm metastasis:Nephrosis:Obesity:Pituitary tumor:Protein-energy malnutrition:Rheumatoid arthritis:Schizophrenia:Spinal dysraphism:Stomach cancer:Ulcerative colitis
PRDX4	Cancer:Embryoma
PRDX3	Brain disease:Down syndrome:Liver cancer:Psychotic disorder
SYNGR1	Bipolar disorder:Schizophrenia
PRDX1	Alzheimer's disease:Colon cancer:Down syndrome:Esophageal disease:Esophageal tumor:Lung cancer:Pick disease of the brain
CCRL2	Rheumatoid arthritis
RSPO1	Breast cancer:Palmoplantar keratosis:Squamous cell cancer
CSF2RA	Schizophrenia
HSN2	Myopathy:Neuropathy
GCRG224	Cancer:Embryoma
LIMK1	Breast cancer:Prostate cancer
TOPORS	Carcinoma:Osteosarcoma:Prostate cancer
SRPRB	Colon cancer
PBK	Colon cancer:Leukemia:Lymphoma
KIDINS220	Melanoma
LDHAL1	Seminoma
ACADVL	Adrenal gland tumor
RFWD2	Cancer
CHRM5	Schizophrenia
CHRM4	"Supranuclear palsy, progressive":Schizophrenia
CHRM3	Asthma:Diabetes mellitus:Neuroblastoma
CHRM2	Behavior disease:Bipolar disorder:Bladder cancer:Central nervous system disease:Depression
PRDX6	Alzheimer's disease:Brain tumor:Breast cancer:Diabetes mellitus:Down syndrome:Hyperglycemia:Pick disease of the brain
CHRM1	"Supranuclear palsy, progressive":Asthma:Neuroblastoma:Schizophrenia
PPM1H	Colon cancer
IPO5	Schizophrenia
ULBP2	Leukemia
TYRP1	Glaucoma:Skin disease:Uveomeningoencephalitic syndrome
ADAMTS13	Anemia:Bacterial infection:Brain tumor:Cirrhosis:Colon cancer:Hematopoietic system disease:Hemolytic-Uremic syndrome:Hemorrhagic disorder:Hypertension:Kidney failure:Neoplasm metastasis:Prostate cancer:Systemic infection:Thrombocytopenia
NR3C2	Alopecia:Breast cancer:Heart failure:Hypertension:Hypoglycemia:Lymphoma:Proteinuria:Renal Cell cancer
KITLG	Azoospermia:Cancer:Dermatitis:Nephritis:Neurodegenerative disorder:Neurofibromatosis:Ovarian failure
OXTR	Autistic disorder:Congenital heart disease:Endometriosis:Fibroid tumor
ERPL2	Cervical cancer
ALDH3A2	"Skin disease, Genetic":Ichthyoses
ALDH3A1	Embryoma:Lung cancer
CHD1L	Carcinoma
AP3M2	Congenital abnormality:Epilepsy
KIF6	Atherosclerosis
TSPAN31	"Rhabdomyosarcoma, Embryonal":Leiomyosarcoma
GCHFR	Myotonic disorder
DRG1	Breast cancer:Neoplasm metastasis:Prostate cancer
DACH1	Neoplasm metastasis:Renal Cell cancer
SMC2	Lymphoma:Respiratory tract disease
SMC3	Colon cancer:Mental retardation:Muscular dystrophies:Retinitis pigmentosa
SMC4	Lymphoma:Respiratory tract disease
LOC284890	Schizophrenia
PDC	Amaurosis congenita of leber I :Retinitis pigmentosa
ACE2	Coronavirus infection:Hypertension:Kidney disease:Proteinuria:Sarcoidosis
PVR	Leukemia
ADCY3	Adenocarcinoma:Diabetes mellitus:Obesity
S100A4	Cancer:Rheumatoid arthritis
SNCG	Brain disease:Cancer
S100A6	Bone disease:Neoplasm metastasis:Pancreas cancer:Sarcoma:Stomach cancer
